,Comp1,Comp2,Followers,Names,Gaussian,Spectral,Agglomerative,KMeans
0,0.635734960577,-0.292212716328,19315.0,Justin Sink,2,0,0,1
1,-0.828878507829,0.142423305628,221327.0,Howard Fineman,1,2,1,0
2,-1.54250990481,0.73264715106,2176919.0,Michelle Malkin,1,2,2,0
3,0.117041959312,-0.0711339495598,15291.0,Paul Singer,2,0,0,1
4,-0.958535824018,0.33009197225,169070.0,Peggy Noonan,1,2,1,0
5,-0.723892592663,0.104380659507,14135.0,David Shepardson,1,2,1,1
6,-0.27455498345,-0.533868890628,1806.0,Susan Joan Archer,2,2,1,1
7,1.40152626228,0.743299247038,54663.0,Susan Page,0,0,0,2
8,-0.540607563228,-0.383446656781,11926.0,Alex Leary,2,2,1,1
9,-0.101942750733,0.0519455747243,187740.0,John Harwood,2,0,1,1
10,1.38585308655,0.65571425673,45605.0,john r stanton,0,0,0,2
11,-1.57697980549,-0.15845249462,6874.0,E!!,1,2,2,0
12,-1.23222512531,-0.230687199902,12952.0,Michael Roston,1,2,2,0
13,1.07135222598,0.22677988907,25948.0,Scott Wong,0,0,0,2
14,1.13407413864,0.614837489612,53625.0,Amy Chozick,0,0,0,2
15,-2.5675046506,0.225595342912,3078777.0,Arianna Huffington,1,2,2,0
16,0.753034130637,-0.3567439026,14678.0,Kevin Robillard,2,0,0,1
17,-0.215883690014,0.195690969532,20503.0,Juana Summers Markland,2,2,1,1
18,-1.82727298529,0.447728639564,66494.0,Paul Lewis,1,2,2,0
19,1.17273557357,0.424092541782,35650.0,michaelscherer,0,0,0,2
20,-1.2890264682,-0.208840357431,4287.0,Josh Hafner,1,2,2,0
21,-2.53430566525,0.244765866904,3528001.0,Sean Hannity,1,2,2,0
22,1.46026397324,-1.09326710945,1421.0,SarahBakerNBC,0,0,0,2
23,0.728925025007,0.42918227358,25295.0,Maeve Reston,0,0,0,2
24,-0.895239198218,-0.405934076526,4530.0,Patricia DiCarlo,1,2,1,0
25,1.10914322073,0.80412710911,64226.0,Ron Fournier,0,0,0,2
26,-2.50432615254,0.0839236026434,578783.0,MATT DRUDGE,1,2,2,0
27,-0.438293238587,0.305102404916,122609.0,Max Fisher,2,0,1,1
28,1.7736262183,0.531039558327,56783.0,Michael D. Shear,0,0,0,2
29,1.17219754317,0.720217432427,90720.0,Christina Wilkie,0,0,0,2
30,0.521971978533,0.427903185999,45036.0,Roger Simon,0,0,0,2
31,1.07694450473,0.527330838199,48586.0,Frank Thorp V,0,0,0,2
32,1.59926217215,1.05661700601,414501.0,Mike Allen,0,0,0,2
33,-0.304775326193,-0.508640824435,2833.0,Madeline Marshall,2,2,1,1
34,-0.979872726873,0.344245103815,174877.0,HowardKurtz,1,2,1,0
35,-0.0181730666317,-0.0877139179997,18207.0,Mike O'Brien,2,0,1,1
36,0.461642750469,-0.838925850648,7126.0,Michael McAuliff,2,0,0,1
37,-0.88592993085,-0.334913809814,3518.0,Steve Contorno,1,2,1,0
38,-1.47723623454,-0.187728835233,6415.0,Chris Suellentrop,1,2,2,0
39,1.7160303234,0.360519578316,40621.0,Anna Palmer,0,0,0,2
40,0.681707227071,-0.855219418486,6199.0,Jonathan Strong,2,0,0,1
41,-0.0131420084386,-0.709451217712,1924.0,Tom Curry,2,0,1,1
42,-0.296298160429,0.606838812633,90509.0,John Berman,2,2,1,1
43,-1.68332589336,0.345070467496,148261.0,Jamie Dupree,1,2,2,0
44,-0.484625384126,0.0823124845647,19675.0,Adam Smith,2,2,1,1
45,0.0152841354649,0.535527648975,57753.0,Matt Lewis,2,0,0,1
46,-2.64579203875,0.155074496943,1945842.0,Ann Coulter,1,2,2,0
47,1.03068030825,0.152154199588,19679.0,Steven Shepard,0,0,0,2
48,0.88766747986,0.833313695974,88810.0,Jon Ralston,0,0,0,2
49,0.860408693655,-0.903587444935,3689.0,Caroline Horn,2,0,0,1
50,-0.656055119151,0.620283340582,66423.0,Bill Keller,1,2,1,0
51,0.30016585787,-0.396938634435,6903.0,Michelle Jaconi 💥,2,0,1,1
52,-0.584040994563,-0.178273268593,16044.0,James Bennet,2,2,1,1
53,1.12521373571,-0.816674131155,8107.0,Russell Berman,0,0,0,2
54,2.60803894029,0.98068567229,73687.0,Aaron Blake,0,0,0,2
55,2.88021885766,0.914229323982,98226.0,Dan Balz,0,0,0,2
56,-0.630064230642,-0.0563438759727,28171.0,Jeffrey Young,2,2,1,1
57,-0.470453006766,-0.536828287201,2134.0,Joe McQuaid,2,2,1,1
58,-0.0487090781239,-0.316185035866,10765.0,David S. Joachim,2,0,1,1
59,-0.842800755118,-0.445832932602,7508.0,O. Kay Henderson,1,2,1,1
60,-1.25247606585,0.416485270157,38215.0,Julie Bosman,1,2,2,0
61,1.14401617868,0.0243910045447,24969.0,Ken Thomas,0,0,0,2
62,1.21190538423,0.613744567894,101193.0,Matt Fuller,0,0,0,2
63,1.3853916353,0.0899780209173,27378.0,Reid J. Epstein,0,0,0,2
64,0.861711178394,-0.961489117109,3344.0,Reid Cherlin,2,0,0,1
65,0.405937525502,0.620911966821,24232.0,Shawna Thomas,2,0,0,1
66,-1.29866070422,-0.0757062481865,11740.0,Steve Bousquet,1,2,1,0
67,-0.532923440471,0.00172193523485,37068.0,Steve Benen,2,2,1,1
68,0.0218701753569,-0.298376993569,18203.0,Kyle Kondik,2,0,0,1
69,1.76729607552,0.317316588338,49792.0,John Bresnahan,0,0,0,2
70,1.67885012014,0.136031243054,41054.0,Paul Kane,0,0,0,2
71,0.515709142884,1.12258169093,100288.0,Jessica Yellin,0,0,0,2
72,-1.00307108525,-0.348889130009,869.0,Mark Benjamin,1,2,1,0
73,-0.315407210855,-0.531653036752,1960.0,Alicia M. Cohn,2,2,1,1
74,0.60688631972,0.523301667437,187071.0,Major Garrett,0,0,0,2
75,-0.579298681916,0.375422727594,213294.0,Ryan Lizza,2,2,1,1
76,-0.25131382639,-0.281980758622,10935.0,Melinda Henneberger,2,2,1,1
77,-0.521600564194,0.0834586889437,157731.0,Ben Jacobs,2,2,1,1
78,1.74797746358,0.709475944247,54720.0,Josh Kraushaar,0,0,0,2
79,-2.30186671519,0.164457986692,952802.0,Glenn Greenwald,1,2,2,0
80,0.427505488067,-0.114156675836,17503.0,Jordan Fabian,2,0,0,1
81,0.536409148158,-0.729522750521,2030.0,Katie Smith Allen,2,0,0,1
82,-0.934453495116,0.119622926504,361659.0,Sam Stein,1,2,1,0
83,1.18397247519,0.736645844731,75281.0,Abby D. Phillip,0,0,0,2
84,-1.07475439478,-0.32966591755,8138.0,Bob Cohn,1,2,1,0
85,-0.388701187227,-0.453284774833,7112.0,Patricia Murphy,2,2,1,1
86,-0.052192731723,-0.351576463029,13242.0,Steven Portnoy,2,0,1,1
87,-0.905345027073,0.126342421002,320902.0,Dana Bash,1,2,1,0
88,-1.80706967034,-0.206949489348,7539.0,Nicholas Jackson,1,2,2,0
89,0.554479987661,0.416529957268,145476.0,Manu Raju,0,0,0,2
90,1.10663661032,0.504371489844,68107.0,Julie Davis,0,0,0,2
91,-0.951477381632,0.463175381833,1162267.0,Terry Moran,1,2,1,0
92,0.257990532124,0.617392266623,36508.0,Michael Falcone,2,0,0,1
93,0.681036812797,0.437082728758,109582.0,Dave Wasserman,0,0,0,2
94,-1.57795878771,-0.21962889149,9707.0,Megan Carpentier,1,2,2,0
95,0.70950731848,-0.397872053108,15949.0,Andrew Rafferty,2,0,0,1
96,0.329259780172,0.730592980616,40435.0,Marc Ambinder,0,0,0,1
97,-1.44302092081,-0.241294854632,2878.0,lucy morgan,1,2,1,0
98,-1.27638983692,0.831515666438,1193439.0,Bret Baier,1,2,2,0
99,-1.62609898731,0.112825499028,22387.0,Nick Valencia,1,2,2,0
